job_title,ai_impact,task,ai_model,domain
Retail Buyer,0.58,158.00,1126.00,Data & IT
Assistant Producer,0.57,118.00,924.00,Administrative & Clerical
Communications Consultant,0.57,139.00,1033.00,Leadership & Strategy
Content Producer,0.57,216.00,1506.00,Medical & Healthcare
Clinical Project Manager,0.57,121.00,942.00,Supply Chain & Logistics
Environmental Project Manager,0.55,110.00,869.00,Law Enforcement
Clerk,0.55,85.00,830.00,Construction
Commodity Buyer,0.55,147.00,1117.00,Sales & Marketing
Infrastructure Analyst,0.55,148.00,1095.00,Hospitality
Landscape Architect,0.55,89.00,1074.00,Communication & PR
Associate Creative Director,0.55,147.00,1115.00,Data & IT
Claims Manager,0.55,124.00,956.00,Administrative & Clerical
Administration Manager,0.55,111.00,1059.00,Leadership & Strategy
Department Assistant,0.55,101.00,947.00,Medical & Healthcare
Document Specialist,0.55,111.00,911.00,Supply Chain & Logistics
Executive Administrator,0.55,105.00,979.00,Law Enforcement
Front Desk Assistant,0.55,91.00,815.00,Construction
Implementation Specialist,0.55,155.00,1219.00,Sales & Marketing
Avionics Technician,0.55,73.00,638.00,Hospitality
Custodial Worker,0.55,44.00,485.00,Communication & PR
Dock Worker,0.55,46.00,486.00,Data & IT
Facilities Maintenance,0.55,66.00,578.00,Administrative & Clerical
Fiber Optic Splicer,0.55,67.00,629.00,Leadership & Strategy
Fiber Optic Technician,0.55,68.00,632.00,Medical & Healthcare
Analyst,0.55,162.00,1144.00,Supply Chain & Logistics
Customer Care Representative,0.55,121.00,1083.00,Law Enforcement
Proposal Manager,0.55,169.00,1340.00,Construction
Sales Development Representative,0.55,165.00,1417.00,Sales & Marketing
Mathematician,0.55,75.00,736.00,Hospitality
Aerospace Engineer,0.55,89.00,749.00,Communication & PR
Cad Designer,0.55,124.00,1265.00,Data & IT
Child Psychologist,0.55,52.00,581.00,Administrative & Clerical
Criminalist,0.55,73.00,670.00,Leadership & Strategy
Forensic Engineer,0.55,85.00,747.00,Medical & Healthcare
Forensic Specialist,0.55,85.00,743.00,Supply Chain & Logistics
Security Manager,0.55,101.00,833.00,Law Enforcement
Edi Developer,0.55,114.00,746.00,Construction
Embedded Software Engineer,0.55,117.00,763.00,Sales & Marketing
Financial Systems Analyst,0.55,163.00,1195.00,Hospitality
Fpga Design Engineer,0.55,130.00,998.00,Communication & PR
It Security Engineer,0.55,139.00,1071.00,Data & IT
Linux System Engineer,0.55,143.00,1061.00,Administrative & Clerical
Network Engineer,0.55,141.00,1049.00,Leadership & Strategy
Network Security Engineer,0.55,142.00,1056.00,Medical & Healthcare
Network Support Engineer,0.55,141.00,1049.00,Supply Chain & Logistics
Network Systems Engineer,0.55,141.00,1049.00,Law Enforcement
Senior Systems Analyst,0.55,155.00,1123.00,Construction
System Engineer,0.55,143.00,1058.00,Sales & Marketing
Systems Engineer,0.55,144.00,1062.00,Hospitality
Business Controller,0.55,126.00,1017.00,Communication & PR
Delivery Manager,0.55,138.00,1036.00,Data & IT
Tax Associate,0.55,128.00,1017.00,Administrative & Clerical
Medical Administrative Specialist,0.55,101.00,919.00,Leadership & Strategy
Tax Professional,0.55,128.00,1017.00,Medical & Healthcare
Insurance Producer,0.55,110.00,853.00,Supply Chain & Logistics
Specialist,0.55,169.00,1195.00,Law Enforcement
Contracts Manager,0.55,130.00,985.00,Construction
Billing Manager,0.55,175.00,1434.00,Sales & Marketing
Sourcing Analyst,0.55,151.00,1204.00,Hospitality
Auto Sales,0.55,147.00,1318.00,Communication & PR
Inside Sales Associate,0.55,193.00,1720.00,Data & IT
Inside Sales Representative,0.55,192.00,1716.00,Administrative & Clerical
Insurance Sales Agent,0.55,179.00,1628.00,Leadership & Strategy
National Account Executive,0.55,115.00,1014.00,Medical & Healthcare
Pharmaceutical Sales Representative,0.55,120.00,1045.00,Supply Chain & Logistics
Sales Account Executive,0.55,117.00,1018.00,Law Enforcement
Sales Agent,0.55,118.00,1034.00,Construction
Nurse Aide,0.55,49.00,439.00,Sales & Marketing
Nurse Technician,0.55,50.00,447.00,Hospitality
Nursing Attendant,0.55,54.00,480.00,Communication & PR
Traveling Nurse,0.55,52.00,533.00,Data & IT
Bookseller,0.55,81.00,661.00,Administrative & Clerical
Freelance Translator,0.55,133.00,1125.00,Leadership & Strategy
Applications Engineer,0.55,177.00,1302.00,Medical & Healthcare
Digital Marketing,0.55,236.00,1946.00,Supply Chain & Logistics
Digital Marketing Analyst,0.55,240.00,1911.00,Law Enforcement
Digital Marketing Consultant,0.55,238.00,1911.00,Construction
Digital Marketing Coordinator,0.55,241.00,1923.00,Sales & Marketing
Digital Marketing Manager,0.55,240.00,1920.00,Hospitality
Digital Marketing Specialist,0.55,241.00,1923.00,Communication & PR
Digital Marketing Strategist,0.55,238.00,1912.00,Data & IT
Email Marketing Specialist,0.55,232.00,1857.00,Administrative & Clerical
Marketing Automation Specialist,0.55,201.00,1931.00,Leadership & Strategy
Marketing Consultant,0.55,200.00,1637.00,Medical & Healthcare
Marketing Operations Manager,0.55,165.00,1338.00,Supply Chain & Logistics
Social Media Analyst,0.55,247.00,2115.00,Law Enforcement
Social Media Consultant,0.55,241.00,2114.00,Construction
Social Media Marketing,0.55,259.00,2183.00,Sales & Marketing
Vice President Of Marketing,0.55,132.00,976.00,Hospitality
Vp Marketing,0.54,136.00,981.00,Communication & PR
Business Project Manager,0.53,207.00,1602.00,Data & IT
Commercial Project Manager,0.53,197.00,1459.00,Administrative & Clerical
Implementation Project Manager,0.53,206.00,1608.00,Leadership & Strategy
Marketing Project Manager,0.52,178.00,1396.00,Medical & Healthcare
Pmo Manager,0.52,148.00,1192.00,Supply Chain & Logistics
Product Marketing Manager,0.51,173.00,1350.00,Law Enforcement
Project Controller,0.51,155.00,1215.00,Construction
Senior Product Manager,0.50,161.00,1257.00,Sales & Marketing
Dealer,0.50,54.00,369.00,Hospitality
Personal Shopper,0.50,71.00,543.00,Communication & PR
Store Shopper,0.50,64.00,529.00,Data & IT
Electrical Engineer,0.50,130.00,847.00,Administrative & Clerical
Fabrication Manager,0.50,114.00,805.00,Leadership & Strategy
Quantity Surveyor,0.50,80.00,636.00,Medical & Healthcare
Surveyor,0.50,80.00,680.00,Supply Chain & Logistics
Commercial Underwriter,0.50,179.00,1514.00,Law Enforcement
Insurance Analyst,0.50,186.00,1529.00,Construction
Licensed Insurance Agent,0.50,104.00,846.00,Sales & Marketing
Property Claims Adjuster,0.50,91.00,766.00,Hospitality
Healthcare Consultant,0.50,190.00,1528.00,Communication & PR
Medical Administrative Assistant,0.50,115.00,848.00,Data & IT
Medical Consultant,0.50,100.00,779.00,Administrative & Clerical
Medical Office Specialist,0.50,117.00,887.00,Leadership & Strategy
Patient Account Representative,0.50,103.00,813.00,Medical & Healthcare
Pharmacy Technician Trainee,0.50,48.00,501.00,Supply Chain & Logistics
Eligibility Specialist,0.50,154.00,1110.00,Law Enforcement
Eligibility Worker,0.50,153.00,1109.00,Construction
Mail Carrier,0.50,41.00,390.00,Sales & Marketing
Professional Organizer,0.50,61.00,488.00,Hospitality
Buyer Planner,0.50,183.00,1289.00,Communication & PR
Export Specialist,0.50,167.00,1167.00,Data & IT
Gas Controller,0.50,122.00,802.00,Administrative & Clerical
Logistics Assistant,0.50,139.00,1138.00,Leadership & Strategy
Materials Coordinator,0.50,135.00,974.00,Medical & Healthcare
Procurement Specialist,0.50,150.00,1190.00,Supply Chain & Logistics
Purchasing Analyst,0.50,147.00,1149.00,Law Enforcement
Service Manager,0.50,114.00,911.00,Construction
Sourcing Specialist,0.50,148.00,1195.00,Sales & Marketing
Assistant Media Planner,0.50,206.00,1797.00,Hospitality
Broadcast Producer,0.50,179.00,1516.00,Communication & PR
Communications Associate,0.50,207.00,1797.00,Data & IT
Digital Media Specialist,0.50,286.00,2430.00,Administrative & Clerical
Video Coordinator,0.50,206.00,1660.00,Leadership & Strategy
Etl Tester,0.50,159.00,1100.00,Medical & Healthcare
Qa Tester,0.50,280.00,2236.00,Supply Chain & Logistics
Quality Assurance Tester,0.50,280.00,2236.00,Law Enforcement
Software Qa Engineer,0.50,277.00,2231.00,Construction
Software Quality Assurance,0.50,275.00,2220.00,Sales & Marketing
Software Quality Assurance Engineer,0.50,276.00,2219.00,Hospitality
Software Test Engineer,0.50,272.00,2209.00,Communication & PR
Software Tester,0.50,272.00,2209.00,Data & IT
Test Analyst,0.50,252.00,2050.00,Administrative & Clerical
Test Engineer,0.50,130.00,986.00,Leadership & Strategy
Tester,0.50,134.00,1008.00,Medical & Healthcare
Java Consultant,0.50,186.00,1290.00,Supply Chain & Logistics
CPR Instructor,0.50,64.00,489.00,Law Enforcement
Community Health Educator,0.50,155.00,1155.00,Construction
Curriculum Developer,0.50,157.00,1406.00,Sales & Marketing
Day Care Teacher,0.50,74.00,566.00,Hospitality
Early Childhood Teacher,0.50,73.00,562.00,Communication & PR
Educational Consultant,0.50,162.00,1458.00,Data & IT
Flight Instructor,0.50,55.00,399.00,Administrative & Clerical
Training Consultant,0.50,125.00,930.00,Leadership & Strategy
3D Animator,0.50,132.00,1041.00,Medical & Healthcare
3D Artist,0.50,156.00,1190.00,Supply Chain & Logistics
Architectural Draftsman,0.50,137.00,932.00,Law Enforcement
Digital Artist,0.50,240.00,2063.00,Construction
Draftsman,0.50,149.00,1375.00,Sales & Marketing
Graphic Artist,0.50,238.00,2083.00,Hospitality
CNA,0.50,31.00,233.00,Communication & PR
Clinical Pharmacist,0.50,93.00,745.00,Data & IT
Compounder,0.50,59.00,487.00,Administrative & Clerical
Dental Ceramist,0.50,49.00,365.00,Leadership & Strategy
Dental Lab Technician,0.50,49.00,347.00,Medical & Healthcare
Dental Technician,0.50,50.00,350.00,Supply Chain & Logistics
Dialysis Technician,0.50,54.00,491.00,Law Enforcement
Hemodialysis Technician,0.50,49.00,397.00,Construction
Hospital Cleaner,0.50,20.00,240.00,Sales & Marketing
Hospital Pharmacist,0.50,86.00,727.00,Hospitality
Medical Assembler,0.50,54.00,493.00,Communication & PR
Programmer,0.50,218.00,1891.00,Data & IT
Senior Programmer,0.50,217.00,1894.00,Administrative & Clerical
Software Programmer,0.50,219.00,1900.00,Leadership & Strategy
Web Programmer,0.50,148.00,1080.00,Medical & Healthcare
Cognos Developer,0.50,161.00,1098.00,Supply Chain & Logistics
Pricing Analyst,0.50,144.00,1055.00,Law Enforcement
Sap Business Analyst,0.50,196.00,1580.00,Construction
Business Data Analyst,0.50,207.00,1500.00,Sales & Marketing
Senior Design Engineer,0.50,163.00,1621.00,Hospitality
Ux Designer,0.50,129.00,993.00,Communication & PR
Hris Analyst,0.50,175.00,1363.00,Data & IT
Talent Acquisition,0.50,126.00,1096.00,Administrative & Clerical
Talent Acquisition Manager,0.50,125.00,1095.00,Leadership & Strategy
Talent Acquisition Specialist,0.50,126.00,1096.00,Medical & Healthcare
Paralegal,0.50,144.00,982.00,Supply Chain & Logistics
Title Examiner,0.50,124.00,938.00,Law Enforcement
Fundraiser,0.50,164.00,1393.00,Construction
Underwriting Assistant,0.50,126.00,957.00,Sales & Marketing
Analytical Scientist,0.50,124.00,912.00,Hospitality
Biochemist,0.50,113.00,828.00,Communication & PR
Chemical Engineer,0.50,116.00,845.00,Data & IT
Chemical Technician,0.50,106.00,795.00,Administrative & Clerical
Telemetry Technician,0.50,85.00,689.00,Leadership & Strategy
Actuarial Analyst,0.50,160.00,1519.00,Medical & Healthcare
Bursar,0.50,146.00,1045.00,Supply Chain & Logistics
Cash Manager,0.50,169.00,1250.00,Law Enforcement
Compensation Manager,0.50,170.00,1254.00,Construction
Cost Accounting Manager,0.50,156.00,1101.00,Sales & Marketing
Cost Estimator,0.50,164.00,1138.00,Hospitality
Junior Loan Processor,0.50,130.00,954.00,Communication & PR
Junior Underwriter,0.50,123.00,932.00,Data & IT
Loan Processor,0.50,129.00,962.00,Administrative & Clerical
Mortgage Processor,0.50,127.00,960.00,Leadership & Strategy
Mortgage Underwriter,0.50,125.00,954.00,Medical & Healthcare
Tax Advisor,0.50,112.00,866.00,Supply Chain & Logistics
Tax Consultant,0.50,114.00,870.00,Law Enforcement
Tax Specialist,0.50,114.00,870.00,Construction
Trading Analyst,0.50,148.00,1070.00,Sales & Marketing
Travel Manager,0.50,116.00,931.00,Hospitality
Armed Security Officer,0.50,75.00,569.00,Communication & PR
Bouncer,0.50,25.00,238.00,Data & IT
Clinical Trial Associate,0.50,162.00,1197.00,Administrative & Clerical
Fire Safety Director,0.50,85.00,628.00,Leadership & Strategy
Fraud Investigator,0.50,169.00,1270.00,Medical & Healthcare
Intelligence Specialist,0.50,177.00,1247.00,Supply Chain & Logistics
Loss Prevention Officer,0.50,70.00,540.00,Law Enforcement
Police Records Clerk,0.50,59.00,623.00,Construction
Safety Director,0.50,69.00,540.00,Sales & Marketing
Safety Inspector,0.50,67.00,523.00,Hospitality
Security Specialist,0.50,92.00,735.00,Communication & PR
Surveillance Investigator,0.50,82.00,673.00,Data & IT
Business Analyst,0.50,218.00,1726.00,Administrative & Clerical
Construction Estimator,0.50,163.00,1111.00,Leadership & Strategy
Crm Administrator,0.50,183.00,1401.00,Medical & Healthcare
Etl Informatica Developer,0.50,161.00,1087.00,Supply Chain & Logistics
Help Desk Technician,0.50,204.00,1563.00,Law Enforcement
It Engineer,0.50,188.00,1290.00,Construction
Linux Engineer,0.50,189.00,1387.00,Sales & Marketing
Linux System Administrator,0.50,189.00,1387.00,Hospitality
Network Administrator,0.50,186.00,1666.00,Communication & PR
Network Security Administrator,0.50,175.00,1681.00,Data & IT
Sap Basis Administrator,0.50,170.00,1248.00,Administrative & Clerical
Security Administrator,0.50,160.00,1233.00,Leadership & Strategy
Security Architect,0.50,167.00,1603.00,Medical & Healthcare
Solution Architect,0.50,205.00,1543.00,Supply Chain & Logistics
System Administrator,0.50,182.00,1261.00,Law Enforcement
Systems Programmer,0.50,202.00,1686.00,Construction
Technical Support Analyst,0.50,220.00,1796.00,Sales & Marketing
Technical Support Specialist,0.50,219.00,1795.00,Hospitality
Technology Analyst,0.50,240.00,1729.00,Communication & PR
Vmware Engineer,0.50,139.00,1048.00,Data & IT
Wireless Network Engineer,0.50,142.00,1054.00,Administrative & Clerical
Mobile Engineer,0.50,137.00,1106.00,Leadership & Strategy
R&D Engineer,0.50,153.00,1151.00,Medical & Healthcare
Research And Development Engineer,0.50,154.00,1152.00,Supply Chain & Logistics
Wireless Engineer,0.50,142.00,1054.00,Law Enforcement
Administrative Manager,0.50,288.00,2547.00,Construction
Credentialing Coordinator,0.50,164.00,1261.00,Sales & Marketing
Credentialing Specialist,0.50,164.00,1261.00,Hospitality
Document Controller,0.50,202.00,1569.00,Communication & PR
Enrollment Specialist,0.50,177.00,1458.00,Data & IT
Facilities Coordinator,0.50,156.00,1117.00,Administrative & Clerical
Fraud Specialist,0.50,176.00,1320.00,Leadership & Strategy
Office Receptionist,0.50,79.00,658.00,Medical & Healthcare
Program Evaluator,0.50,114.00,964.00,Supply Chain & Logistics
Receptionist,0.50,81.00,662.00,Law Enforcement
Referral Coordinator,0.50,114.00,858.00,Construction
Referral Specialist,0.50,113.00,857.00,Sales & Marketing
Security Receptionist,0.50,44.00,381.00,Hospitality
Unit Clerk,0.50,76.00,782.00,Communication & PR
Ward Clerk,0.50,74.00,701.00,Data & IT
Cdl Driver,0.50,32.00,284.00,Administrative & Clerical
Class A Driver,0.50,32.00,271.00,Leadership & Strategy
Class B CDL,0.50,31.00,254.00,Medical & Healthcare
Class B Driver,0.50,31.00,254.00,Supply Chain & Logistics
Commercial Driver,0.50,32.00,284.00,Law Enforcement
Otr Truck Driver,0.50,31.00,347.00,Construction
Tractor Trailer Driver,0.50,52.00,558.00,Sales & Marketing
Blackjack Dealer,0.50,53.00,368.00,Hospitality
Casino Dealer,0.50,54.00,361.00,Communication & PR
Optician,0.50,49.00,503.00,Data & IT
Senior Pharmacy Technician,0.50,46.00,506.00,Administrative & Clerical
Surgical First Assistant,0.50,35.00,371.00,Leadership & Strategy
Surgical Physician Assistant,0.50,35.00,371.00,Medical & Healthcare
Cabin Cleaner,0.50,20.00,240.00,Supply Chain & Logistics
Cable Installation Technician,0.50,65.00,458.00,Law Enforcement
Cable Technician,0.50,63.00,451.00,Construction
Instrumentation Technician,0.50,116.00,719.00,Sales & Marketing
Interior Painter,0.50,35.00,351.00,Hospitality
Manufacturing Operator,0.50,58.00,512.00,Communication & PR
Asset Protection Manager,0.50,183.00,1823.00,Data & IT
Icu Nurse,0.50,31.00,216.00,Administrative & Clerical
Travel Nurse,0.50,29.00,198.00,Leadership & Strategy
Car Detailer,0.50,51.00,601.00,Medical & Healthcare
Package Handler,0.50,112.00,1318.00,Supply Chain & Logistics
Packager,0.50,111.00,1316.00,Law Enforcement
Document Control Manager,0.50,243.00,2055.00,Construction
Escrow Officer,0.50,197.00,1823.00,Sales & Marketing
Clinical Trial Manager,0.50,173.00,1744.00,Hospitality
Computer Programmer,0.50,154.00,1667.00,Communication & PR
Information Architect,0.50,231.00,2053.00,Data & IT
Clinic Manager,0.50,182.00,1782.00,Administrative & Clerical
Tax Auditor,0.50,185.00,1867.00,Leadership & Strategy
Business Associate,0.50,229.00,2087.00,Medical & Healthcare
Travel Rn,0.50,28.00,197.00,Supply Chain & Logistics
Business Process Manager,0.50,671.00,2162.00,Law Enforcement
Statistician,0.50,165.00,1537.00,Construction
Digital Account Executive,0.50,743.00,2770.00,Sales & Marketing
Inside Sales Executive,0.50,564.00,1855.00,Hospitality
Medical Sales Representative,0.50,530.00,1676.00,Communication & PR
Outside Sales Rep,0.50,210.00,1948.00,Data & IT
Outside Sales Representative,0.50,211.00,1949.00,Administrative & Clerical
Pre Sales Consultant,0.50,208.00,1948.00,Leadership & Strategy
Regional Sales Representative,0.50,216.00,1967.00,Medical & Healthcare
Sales Account Manager,0.50,212.00,1950.00,Supply Chain & Logistics
Sales Analyst,0.50,212.00,1978.00,Law Enforcement
Sales Executive,0.50,207.00,1933.00,Construction
Sales Marketing,0.50,211.00,2001.00,Sales & Marketing
Sales Support Specialist,0.50,211.00,1966.00,Hospitality
Agency Nurse,0.50,333.00,1214.00,Communication & PR
Er Nurse,0.50,318.00,1122.00,Data & IT
Nurse Rn,0.50,384.00,1421.00,Administrative & Clerical
Nursing Assistant,0.50,34.00,219.00,Leadership & Strategy
Spanish Interpreter,0.50,122.00,1051.00,Medical & Healthcare
Cad Engineer,0.50,547.00,2314.00,Supply Chain & Logistics
Hardware Engineer,0.50,465.00,1829.00,Law Enforcement
Restaurant Host,0.50,36.00,300.00,Construction
Child Life Specialist,0.50,452.00,1561.00,Sales & Marketing
